,id,time,title,price,rooms,surface,floor,description,bathroom,heating,garage,furniture,location,seller,seller_name
43,26599349,22/11/2022 19:12:30,"
Piso en Malasaña-Universidad, Madrid
",2.500€/mes,2 hab.,167 m²,Planta 3ª exterior con ascensor,"
Piso ideal parejas o single: 2 habitaciones, 2 baños, reforma integral, salón con tres balcones a la calle, en pleno barrio de Malasaña, para personas de paso por Madrid.¿Buscas alquilar unos meses en Madrid, estás de paso por trabajo o estudios? Este piso es el ideal, por estar en una de las zonas más solicitadas de Madrid, en Malasaña, lindando con Chueca; con un vecindario variopinto, rodeada de cafés, restaurantes y tiendas de todo tipo. Tiene bonitas vistas al barrio y es muy tranquilo, porque las dos habitaciones son interiores, aunque tienen mucha luz, dando a dos patios muy tranquilos; y en el salón hay doble cristal. Los materiales de la reforma son de muy alta calidad.El piso mide 167 m2, tiene 2 habitaciones y 2 cuartos de baño con duchas. El salón-comedor mide 50 m2 en dos ambientes, así que es perfecto para la vida en pareja o para reuniones con amigos y familia. La cocina está equipada con lavadora, lavavajillas y nevera. Está todo reformado. El dormitorio principal está en suite, con un gran vestidor y cuarto de baño. Perfecto si tienes mucha ropa. ¡Te cabrá todo! Pero los muebles los tienes que poner tú o alquilarlos: te lo facilitamos con una empresa colaboradora.Metro Chueca, Tribunal y Noviciado. Mercado de Fuencarral y de Barceló, tiendas de calle Fuencarral, Museo romático, Gran Vía.¡No dudes en visitarlo! Te gustará. Pide cita corriendo presencial o virtual en el 616011568 o en el 675748633.***Disponible del 1 de diciembre de 2022 hasta el 1 de septiembre de 2023***We speak english.Nous parlons français.
",2 baños,Calefacción individual: Gas natural,,Cocina equipada y casa sin amueblar,"
;
Barrio Malasaña-Universidad
;
Distrito Centro
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Isabelle Boix

"
44,99642999,22/11/2022 19:12:31,"
Piso en calle de Alicante, Delicias, Madrid
",1.300€/mes,3 hab.,100 m²,,"
Magnífico piso reformado de 100m2. Consta de 3 dormitorios (principal en suite), amplio salón comedor, cocina amueblada y equipada con tendedero, 2 baños completos, armarios empotrados en todas las estancias, aire acondicionado y calefacción individual de Gas Natural. El inmueble se entrega recién pintado, suelo acuchillado, es exterior y sin amueblar. Finca con ascensor, jardines y portería. Gastos de comunidad incluidos en el precio.Cercano a todo tipo de comercios y servicios. Metros mas cercanos: ""Legazpi"" (L6 y L3) y ""Arganzuela-Planetario (L6).No se aceptan animales.
",2 baños,,,Amueblado y cocina equipada,"
Calle de Alicante
;
Barrio Delicias
;
Distrito Arganzuela
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
alquiler seguro 4100

"
45,37161331,22/11/2022 19:12:32,"
Casa o chalet independiente en El Soto de la Moraleja, La Moraleja
",4.200€/mes,5 hab.,300 m²,,"
Alquiler. Chalet independiente. EL Soto. Promora alquila chalet independiente de 300 metros cuadrados de vivienda sobre 300m2 de parcela con piscina privada. Localizado en una zona muy tranquila y dentro de urbanización muy representativa.Cuatro dormitorios más servicio. Chalet independiente en muy buen estado de conservación, cuenta con la siguiente distribución:Planta de entrada: hall, aseo de visitas, salón comedor con chimenea y salida al jardín, un despacho y cocina office.En la primera planta encontramos el dormitorio principal con baño en suite y dos dormitorios que comparten un cuarto de baño.En el sótano un dormitorio de servicio con baño.Calefacción de gas natural por radiadores. Aire acondicionado en partes de la casa. Garaje para dos coches. Colindante con la zona noroeste de La Moraleja, El Soto está compuesto por urbanizaciones de pisos, áticos, pisos bajos con jardín, adosados y pareados de muy diferentes tipologías; todas con zonas comunes ajardinadas que incluyen, en la mayoría de los casos, seguridad activa, piscinas y áreas deportivas. Tanto El Soto, El Encinar y La Moraleja, suponen un entorno ideal para aquellas familias que quieren todo tipo de comodidades en un ambiente más “campestre”y sosegado que el centro de la ciudad pero a un paso de esta (12 km). A efectos urbanísticos se podría decir que La Moraleja y El Soto tienen la misma edad, ambos empezaron a desarrollarse en la segunda mitad de los años 60 y ambos consiguieron su auge a mediados de los 80, cuando se consolidan como excelentes espacios residenciales. Su código postal es el 28109.Desde El Soto se accede con mucha comodidad a los principales viales de nuestra ciudad como la A-1 (Madrid-Burgos), M-40 etc…En Idealista sólo podrá ver algunos de nuestros inmuebles, entre en nuestra web y conozca toda nuestra oferta.
",4 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Urb. El Soto
;
Distrito El Soto de la Moraleja
;
La Moraleja
;
Zona norte, Madrid
","
Profesional
","
Promora La Moraleja

"
46,99642977,22/11/2022 19:12:33,"
Piso en calle de Francisco Silvela, Lista, Madrid
",1.250€/mes,2 hab.,85 m²,Planta 2ª interior con ascensor,"
Sacamos en alquiler precioso piso reformado hace muy poco con las mejores calidades.Consta de salón amplio con espacio para varios ambientes.Coqueta cocina con mucho almacenaje y totalmente equipada.Bonito baño con ducha.Dos dormitorios ambos dobles, con armarios empotrados.Posibilidad de que se queden los muebles.edificio señorial, con conserje y varios ascensores.A escasos metro de Manuel becerra con varias paradas de metro autobús en la puerta.Con todo tipo de comercios y parques en los alrededores.Oportunidad mejor ver!
",1 baño,Calefacción individual: Gas natural,,Cocina equipada y casa sin amueblar,"
Calle de Francisco Silvela
;
Barrio Lista
;
Distrito Barrio de Salamanca
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
BASCONSA REAL STATE

"
47,37165143,22/11/2022 19:12:34,"
Piso en Palomas, Madrid
",2.100€/mes,4 hab.,172 m²,Planta 1ª exterior con ascensor,"
Piso de 4 habitaciones y 2 baños, 172 m2, aire acondicionado, piscina, gimnasio, garaje y trastero en Campo de las NacionesSalón comedor con miradores, en esquina. Piso muy luminoso y muy tranquilo. Las 4 habitaciones tienen muchos armarios empotrados; el dormitorio principal está en suite con su baño, hay 2 cuartos de baño en total, con bañera, una de hidromasaje. En mejor zona del Campo de las Naciones, edificio moderno y con zonas comunes: piscina, padel, columpios para los niños, sala de cumpleaños, gimnasio y sauna. Con plaza de garaje y trastero de 7 m2 y techo alto. 172 m2 construidos y 150 m2 útiles. Posibilidad de amueblarlo, precio a consultar.¡No dude en visitarlo! Le gustará. Pida cita presencial o virtual en el 616011568.We speak english.Nous parlons français.
",2 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina sin equipar y casa sin amueblar,"
;
Barrio Palomas
;
Distrito Hortaleza
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Isabelle Boix

"
48,94140427,22/11/2022 19:12:35,"
Piso en calle Padre Gregorio Céspedes, 40, El Cañaveral, Madrid
",1.050€/mes,3 hab.,115 m²,Planta 4ª exterior con ascensor,"
PARTICULAR alquila vivienda a estrenar, obra nueva, renta libre, con muchas zonas de parques, aceras anchas, barrio nuevo en crecimiento. Tiene zonas comunes, piscina, sala comunitaria. Calidades y aislamientos de primera calidad, incluye plaza de garaje y trastero. •Urbanización privada con conserjería. • CARACTERÍSTICAS •Vivienda de 3 dormitorios y 2 baños •Cocina totalmente amueblada y equipada con horno eléctrico, campana extractora, placa de inducción y fregadero. Armarios empotrados forrados y con cajoneras. •Suelos de tarima y carpintería lacada en blanco. Paredes lisas. Ventanas oscilovatientes •Calefacción individual de suelo radiante, paneles solares, a/a por conductos •Terraza y tendedero.
",2 baños,,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Calle Padre Gregorio Céspedes, 40
;
Urb. si
;
Barrio El Cañaveral
;
Distrito Vicálvaro
;
Madrid
;
Madrid capital, Madrid
","
Particular
","

Angel

"
49,90912760,22/11/2022 19:12:36,"
Dúplex en Palacio, Madrid
",1.800€/mes,2 hab.,110 m²,Planta 2ª exterior con ascensor,"
Ático-dúplex amueblado, con terraza, 2 habitaciones, 2 baños y aseo, ascensor, en finca rehabilitada, mejor zona de la LatinaPiso dúplex amueblado, en pleno barrio de la Latina en zona tranquila. En la planta de abajo: amplio hall de entrada, aseo de invitados, cocina completamente equipada, gran salón con dos ambientes, y en la planta de arriba: 2 habitaciones con sus baños incorporados en suite, el principal con ducha, el otro con bañera, armarios empotrados, y una terraza en la segunda planta, muy agradable y tranquila. Tiene los suelos de tarima y aire acondicionado con bomba de calor.El edificio es muy tranquilo, rehabilitado, con ascensor, con pocos vecinos, tipo corrala.Está situado en el barrio de la Latina, en el casco antiguo de la ciudad con tabernas castizas, mercado de la Cebada, a 10 minutos andando del Palacio de Oriente y a 10 minutos de la Plaza Mayor.Ven a verlo, ¡te gustará! Llama o manda un whatsapp al 616011568 o al 605780601.*Disponible el 1 de diciembre de 2022* Posibles visitas ya.¡Ven a ver este piso: te sorprenderá y te gustará! Puedes visitarlo presencial o virtual. Llama o manda un whatsapp al 605780601. We speak english.Nous parlons français.Algunas viviendas que tenemos en la misma zona, en este mismo barrio o en otros de Madrid sólo aparecen anunciados en nuestra web o en la oficina on line de idealista. Para saber cuáles son pincha en nuestro logo o en el link ubicado aquí abajo.
",2 baños,Calefacción individual: Eléctrica,,Amueblado y cocina equipada,"
;
Barrio Palacio
;
Distrito Centro
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Inés Mata

"
50,99642609,22/11/2022 19:12:37,"
Piso en calle Saliente, Estrella, Madrid
",1.400€/mes,2 hab.,93 m²,Bajo interior con ascensor,"
CASA PATAGONIA alquila piso en excelente estado en zona muy tranquila a 5 minutos del Parque Retiro y próximo a Metro O´Donell. También bien comunicado por autobuses, M30 y M40. Disponibilidad inmediata.La vivienda se encuentra a 5 minutos de centro comercial en Goya, restaurantes y supermercados. La cocina está equipada con vitrocerámica, lavavajillas, lavadora, horno y nevera. Cuenta con 3 amarios empotrados de gran tamaño. Baño en mármol y bañera con hidromasaje.Incluye plaza de garage para coche y moto. Piscina, jardín y hermosa zona verde. Hall de entrada. Portero físico. Calefacción y agua central. Aire acondicionado frío / Calor.Condiciones:1 año mínimo de alquiler.2 meses de fianza1 mes de agencia 21% IVACoordinar visitas con Vanina Álvarez +34 679 894 059.
",1 baño,Calefacción central,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Calle Saliente
;
Barrio Estrella
;
Distrito Retiro
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Vanina Alvarez

"
51,98804882,22/11/2022 19:12:38,"
Piso en Costillares, Madrid
",2.400€/mes,4 hab.,210 m²,Planta 5ª exterior con ascensor,"
Piso de 210 m2, 4 habitaciones (3 + 1 de servicio), 3 cuartos de baño, muchos armarios empotrados, calefacción central individualizada, muy luminoso, salón de 60 m2, piscina y plaza de garaje.Piso muy amplio en buena zona de Arturo Soria, 175 m2 útiles, frente al metro Pinar de Chamartín. Bien comunicado con M-30, A-1, M-40 y aeropuerto. Consta de hall de entrada, salón comedor de 60 m2, cocina amueblada, 4 habitaciones (una de servicio en la cocina con su baño y 3 en la zona de dormitorios), 3 cuartos de baño, el principal en suite con ducha, otro en pasillo con bañera.La casa tiene muchos armarios empotrados, la calefacción es central, pero individualizada. Finca con portero y vigilancia los fines de semana, zonas comunitarias con piscina, pádel, 1 plaza de parking de residentes.¡No dude en visitarlo! Le gustará. Pida cita presencial o virtual en el 616011568 o en el 675748633.We speak english.Nous parlons français.
",3 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina sin equipar y casa sin amueblar,"
;
Barrio Costillares
;
Distrito Ciudad Lineal
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Isabelle Boix

"
52,99638849,22/11/2022 19:12:39,"
Piso en calle del Doctor Esquerdo, 23, Fuente del Berro, Madrid
",800€/mes,1 hab.,40 m²,,"
Se alquila apartamento en pleno barrio de Salamanca, la mejor zona de Madrid. Pequeño pero bien distribuido, cada estancia independiente. Totalmente amueblado incluso con ropa de cama y menaje, para entrar a vivir. Bien comunicado, líneas 6 y 2 de metro, varios buses pasan por la puerta. Silencioso al ser interior.
",1 baño,Calefacción individual,,Amueblado y cocina equipada,"
Calle del Doctor Esquerdo, 23
;
Barrio Fuente del Berro
;
Distrito Barrio de Salamanca
;
Madrid
;
Madrid capital, Madrid
","
Particular
","

Isabel

"
53,99092967,22/11/2022 19:12:40,"
Piso en El Viso, Madrid
",2.200€/mes,2 hab.,105 m²,Planta 3ª exterior con ascensor,"
Piso exterior de 2 habitaciones, 2 baños, sin amueblar, gran salón-comedor, muy luminoso, calefacción central individual y aire acondicionado centralizado en el VisoEl piso es ideal para una pareja o una familia de pareja con un niño pequeño. tiene 2 dormitorios (uno más pequeño) y 2 baños con bañera ambos. La cocina está toda equipada, con nevera-congelador, el lavavajillas y la lavadora nuevos, vitrocerámica y zona office con una pequeña mesa para comer. Amplios ventanales dando a un patio muy luminoso. Salón-comedor muy grande con mucho encanto y bonito diseño, grandes ventanales a la calle. El piso tiene un hall de entrada muy amplio en el que se ha aprovechado para poner una zona de despacho. La vivienda está reformada, pero se van a cambiar las ventanas y se va a pintar todo el piso. A dos pasos de calle Joaquín Costa, en calle tranquila y comercial, llena de tiendas de barrio, con todos los servicios. Cerca tienes tres estaciones de metro con las líneas 6 en República de Argentina, 6, 4, 7 y 9 en Avenida de América y el intercambiador de autobuses, 9 en Cruz del Rayo y rápida conexión con M-30.La calefacción es central, pero individualizada, el agua caliente es individual por gas natural. El aire acondicionado es individual pero centralizado en toda la casa. Los gastos de comunidad están incluidos en el precio.*Disponible el 7 de noviembre de 2022* Posibles visitas ya. No se admiten mascotas.¡Ven a ver este piso: te sorprenderá y te gustará! Puedes visitarlo presencial o virtual. Llama o manda un whatsapp al 616002760.We speak english.Nous parlons français.
",2 baños,Calefacción individual,,Cocina equipada y casa sin amueblar,"
;
Barrio El Viso
;
Distrito Chamartín
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Richard Bataller

"
54,99642495,22/11/2022 19:12:41,"
Piso en paseo de la Castellana, Castilla, Madrid
",1.200€/mes,2 hab.,60 m²,Bajo exterior con ascensor,"
""HMS Real Estate alquila BAJO EXTERIOR de 2 DORMITORIOS en el Paseo de la Castellana junto al Intercambiador de Plaza Castilla.Nuestra vivienda es el bajo y es exterior.La vivienda se distribuye en salón con cocina americana equipada, 2 dormitorios y 1 baño.El salón tiene sofá cama y TV entre otros. Los dormitorios tiene armario empotrado y cama de 1,10cm. El baño es amplio con plato de ducha y mampara corredera. El bajo es completamente exterior. Zona tranquilísima.La calefacción es individual a gas. Tiene suelo de tarima flotante. El precio es de 1200€Se requiere para entrar 1 mes de agencia y 1 mes de fianza.Comunidad incluida en el precio.Para cualquier cuestión, no duden ene contactar.Preguntar por María de Pablo. "".
",1 baño,Calefacción individual: Gas natural,,Amueblado y cocina equipada,"
Paseo de la Castellana
;
Barrio Castilla
;
Distrito Chamartín
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Maria de Pablo Alamillo

"
55,99218145,22/11/2022 19:12:41,"
Chalet adosado en Palomas, Madrid
",3.400€/mes,6 hab.,360 m²,,"
Chalé adosado con 6 habitaciones, 5 baños y 1 aseo, 360 m2, jardín con porche y garaje privado en Campo de las Naciones Chalé de alto standing, con entrada por un jardín inglés. Con hall de entrada, cocina office completamente equipada, (placa vitro cerámica mixta con gas), despacho, aseo de invitados, gran salón-comedor muy luminoso con acceso directo a una terraza cerrada y jardín privado. Primera planta: 3 dormitorios uno en suite, con bañera y ducha, con 2 baños. Planta ático: buhardilla con grandes ventanales, 2 dormitorios con 1 baño con zona de vestidor y terraza. Sótano: salón polivalente multiusos muy luminoso, zona de lavandería y habitación de servicio con baño completo. Garaje para 2 coches, en box. Zona de trastero. Suelos de parqué, calefacción por suelo radiante, y aire acondicionado en toda la casa. Ventanas oscilo batientesMejor zona del Campo del Campo de las Naciones. Fácil acceso a A-2, aeropuerto, M-40. Cerca de colegios internacionales, Liceo Francés, Parque Juan Carlos I y Juan Pablo II.¡Ven a ver este piso: te sorprenderá y te gustará! Puedes visitarlo presencial o virtual. Llama o manda un whatsapp al 616011568 o al 675748633.We speak english.Nous parlons français.
",5 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
;
Barrio Palomas
;
Distrito Hortaleza
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Isabelle Boix

"
56,98283595,22/11/2022 19:12:42,"
Piso en calle de la Santísima Trinidad, 23, Trafalgar, Madrid
",950€/mes,1 hab.,35 m²,Planta 6ª interior con ascensor,"
Magnífico ático en Chamberí, en la calle Santísima Trinidad. El inmueble consta de 35 m2 distribuidos en un salón muy acogedor con cocina americana, baño y una habitación doble al final del mismo. Se trata de un piso muy luminoso al ser la última planta del edificio y todas las estancias tienen ventana. El piso dispone de calefacción por bomba de frio y calor, se entrega completamente amueblado, cocina equipada con electrodomésticos y completamente amueblado.Se encuentra en una muy buena ubicación, a 20-30 minutos andando del centro de Madrid, próximo al parque de Canal de Isabel II y a la Glorieta del General Álvarez de Castro. Las paradas de metro más cercanas son Iglesia y Alonso Cano, ambas a 4 minutos andando. Posibilidad de alquilarlo por meses: consultar precio.No dude en consultarnos y/o solicitar más información si no quiere perderse esta oportunidad.
",1 baño,Calefacción individual: Eléctrica,,Amueblado y cocina equipada,"
Calle de la Santísima Trinidad, 23
;
Barrio Trafalgar
;
Distrito Chamberí
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Kiri Homes

"
57,36477471,22/11/2022 19:12:43,"
Piso en Encinar de los Reyes, La Moraleja
",2.700€/mes,3 hab.,140 m²,Bajo exterior con ascensor,"
Alquiler. Piso – bajo. El Encinar. Piso bajo de 140 metros cuadrados aproximados con estupendo jardín privado de 90 metros cuadrados aproximados, dentro de magnifica urbanización con zonas comunes con 2 piscinas, pista de tenis, pista de pádel, área de juego de niños y extensas zonas verdes ajardinadas. Tres dormitorios con dos baños. Promora alquila estupendo bajo con jardín privado en El Encinar de los Reyes, localizado en una de las principales arterias del Encinar de los Reyes y con muy cómodo acceso a transporte público, zonas comerciales y zonas de ocio. Su distribución es la siguiente: hall de entrada, salón – comedor con salida al jardín privado de 90 metros cuadrados con riego automático, cocina con zona de comedor de diario y con terraza tendedero. En la zona de los dormitorios encontramos 3 dormitorios con 2 baños, el principal incorporado en suite. Aire acondicionado. Calefacción de gas natural. 2 plazas de garaje. Trastero. El Encinar es una lujosa urbanización a 11.8 kilómetros de Madrid. Limita al norte con La Moraleja y tiene su origen en la base aérea de Torrejón de Ardoz, aquí fue donde los militares norteamericanos y sus familias vivieron durante 34 años en un contexto netamente americano. Sin embargo, en 1992 pasó a manos españolas y es entonces cuando se empieza a concebir tal como la conocemos hoy. En El Encinar encontramos viviendas de varias tipologías diferentes: pisos, áticos, pisos bajos con jardín, pareados, adosados y casas individuales, en su mayoría dentro de recintos cerrados, vigilados y con agradables zonas comunes que incluyen jardines, piscinas y dotaciones deportivas. El concepto resulta muy similar al Soto, aunque sus construcciones son mucho más recientes. Como dato demográfico, decir que está habitado mayoritariamente por familias jóvenes con hijos y como apunte administrativo, señalar que una parte de El Encinar pertenece al término municipal de Alcobendas (código postal 28109) y otra al término municipal de Hortaleza (código postal 28055).En Idealista sólo podrá ver algunos de nuestros inmuebles, entre en nuestra web y conozca toda nuestra oferta.
",3 baños,,Plaza de garaje incluida en el precio,,"
Urb. EL Encinar de los Reyes
;
Distrito Encinar de los Reyes
;
La Moraleja
;
Zona norte, Madrid
","
Profesional
","
Promora La Moraleja

"
58,99642371,22/11/2022 19:12:44,"
Piso en calle de Juan Montalvo, Ciudad Universitaria, Madrid
",1.195€/mes,3 hab.,88 m²,Planta 5ª exterior con ascensor,"
Oportunidad de piso en alquiler en la zona de Reina Victoria. Amueblado, 3 dormitorios, un baño, cocina equipada (nevera, lavadora), recibidor, salón, armarios empotrados, trastero en la propia vivienda, suelos de parquet, lámparas LED en toda la vivienda, carpintería exterior de aluminio, agua caliente, calefacción, gas natural, puerta blindada, portero automático, ascensor en el edificio. Comunidad incluida. Posibilidad de plazas de garaje a 150m (100€). Con muy buenas comunicaciones en transporte público, teniendo el metro (L6, 7 Guzmán El Bueno; L1, 2, 6 Cuatro Caminos) y Cercanías (Nuevos Ministerios) a pocos metros. Cercano a colegios mayores y universidades. Además, la zona cuenta con múltiples servicios.
",1 baño,Calefacción individual: Gas natural,,,"
Calle de Juan Montalvo
;
Barrio Ciudad Universitaria
;
Distrito Moncloa
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
iSol Business

"
59,82615533,22/11/2022 19:12:45,"
Casa o chalet independiente en La Moraleja
",20.000€/mes,6 hab.,878 m²,,"
Alquiler. Chalet independiente. La Moraleja. Promora alquila chalet independiente de 878 metros cuadrados aproximados sobre una parcela de 10.000 metros con piscina privada y pista de tenis. Localizado en una de las mejores zonas de la Moraleja. Seis dormitorios con siete baños. La vivienda cuenta con la siguiente distribución: planta principal consta de recibidor, aseo de invitados, sala de estar con librería y chimenea, salón en dos ambientes más comedor independiente con acceso al porche y jardín. La cocina completamente equipada. En esta misma planta encontramos un gran dormitorio principal en suite con vestidor independiente. La planta inferior cuenta con 2 dormitorios que comparten zona de estudio separada y 2 baños. Otro dormitorio con baño, zona de spa con sauna y jacuzzi y completa este nivel una amplia sala de estar con bar. La planta sótano con 2 dormitorios de servicio con 2 baños.Probablemente La Moraleja sea la urbanización residencial de lujo más conocida de España. Los muchos personajes famosos que la han elegido como residencia habitual son responsables de su importante presencia mediática. Situada al norte de Madrid, en el término municipal de Alcobendas, tiene una extensión de 950 hectáreas. Cuenta con 1050 viviendas independientes sobre parcelas de 1.500, 2.500 y 10.000 m2 y con 400 adosados en 9 urbanizaciones diferentes.Tanto su estratégica ubicación -a un paso del centro de la capital (12km) y a escasos kilómetros del aeropuerto de Barajas (5km)- como sus férreas medidas de seguridad y sus muchas opciones de escolarización privada, ocio, deporte y salud, han convertido La Moraleja en un referente residencial en nuestro país. Junto a las urbanizaciones de El Soto y El Encinar, conforman un núcleo geográfico de similares características demográficas. Su código postal es el 28109.Es aquí, en la plaza de La Moraleja (junto a la farmacia), donde Promora atiende a los clientes que quieren acceder a las viviendas de la zona norte de Madrid.En Idealista sólo podrá ver algunos de nuestros inmuebles, entre en nuestra web y conozca toda nuestra oferta.
",7 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Urb. La Moraleja
;
Distrito La Moraleja
;
La Moraleja
;
Zona norte, Madrid
","
Profesional
","
Promora La Moraleja

"
